Year,borough_code,borough_name,tax_code,tax_class,tax_wealth_p50,tax_wealth_p25,tax_wealth_p75
2002,92,Altstetten,2,single parent family rate,0.0,0.0,18.0
2002,101,Höngg,0,base rate,44.0,5.0,203.0
2002,101,Höngg,1,couple rate,170.0,39.0,496.0
2002,101,Höngg,2,single parent family rate,21.0,0.0,88.0
2002,102,Wipkingen,0,base rate,23.0,0.0,102.0
2002,102,Wipkingen,1,couple rate,66.0,0.0,260.0
2002,102,Wipkingen,2,single parent family rate,7.0,0.0,46.0
2002,111,Affoltern,0,base rate,17.0,0.0,85.0
2002,111,Affoltern,1,couple rate,73.0,4.0,232.0
2002,111,Affoltern,2,single parent family rate,3.0,0.0,37.0
2002,115,Oerlikon,0,base rate,21.0,0.0,109.0
2002,115,Oerlikon,1,couple rate,82.0,2.0,308.0
2002,115,Oerlikon,2,single parent family rate,4.0,0.0,46.0
2002,119,Seebach,0,base rate,13.0,0.0,83.0
2002,119,Seebach,1,couple rate,50.0,0.0,218.0
2002,119,Seebach,2,single parent family rate,1.0,0.0,26.0
2002,121,Saatlen,0,base rate,12.0,0.0,67.0
2002,121,Saatlen,1,couple rate,37.0,0.0,148.0
2002,121,Saatlen,2,single parent family rate,0.5,0.0,21.0
2002,122,Schwamendingen-Mitte,0,base rate,15.0,0.0,88.0
2002,122,Schwamendingen-Mitte,1,couple rate,43.0,0.0,198.0
2002,122,Schwamendingen-Mitte,2,single parent family rate,0.0,0.0,14.0
2002,123,Hirzenbach,0,base rate,15.0,0.0,74.0
2002,123,Hirzenbach,1,couple rate,44.0,0.0,169.16
2002,123,Hirzenbach,2,single parent family rate,0.0,0.0,21.0
2003,11,Rathaus,0,base rate,23.0,0.0,157.0
2003,11,Rathaus,1,couple rate,221.0,23.0,718.0
2003,11,Rathaus,2,single parent family rate,54.0,0.0,185.0
2003,12,Hochschulen,0,base rate,40.0,0.0,260.0
2003,12,Hochschulen,1,couple rate,299.0,55.0,1077.0
2003,12,Hochschulen,2,single parent family rate,118.0,0.0,520.0
2003,13,Lindenhof,0,base rate,56.0,4.0,306.0
2003,13,Lindenhof,1,couple rate,288.0,54.0,1236.0
2003,13,Lindenhof,2,single parent family rate,49.0,0.0,417.0
2003,14,City,0,base rate,14.0,0.0,85.0
2003,14,City,1,couple rate,79.0,7.0,323.0
2003,14,City,2,single parent family rate,11.0,0.0,30.0
2003,21,Wollishofen,0,base rate,35.0,3.0,177.0
2003,21,Wollishofen,1,couple rate,151.0,29.0,448.0
2003,21,Wollishofen,2,single parent family rate,12.5,0.0,71.0
2003,23,Leimbach,0,base rate,31.0,2.0,158.0
2003,23,Leimbach,1,couple rate,110.0,15.0,363.0
2003,23,Leimbach,2,single parent family rate,8.0,0.0,61.0
2003,24,Enge,0,base rate,36.0,2.0,202.0
2003,24,Enge,1,couple rate,216.5,29.0,780.5
2003,24,Enge,2,single parent family rate,17.0,0.0,138.0
2003,31,Alt-Wiedikon,0,base rate,23.0,0.0,110.0
2003,31,Alt-Wiedikon,1,couple rate,61.0,0.0,259.0
2003,31,Alt-Wiedikon,2,single parent family rate,2.0,0.0,46.0
2003,33,Friesenberg,0,base rate,19.0,0.0,96.0
2003,33,Friesenberg,1,couple rate,75.0,9.0,207.0
2003,33,Friesenberg,2,single parent family rate,6.0,0.0,39.5
2003,34,Sihlfeld,0,base rate,17.0,0.0,90.0
2003,34,Sihlfeld,1,couple rate,28.0,0.0,180.0
2003,34,Sihlfeld,2,single parent family rate,1.0,0.0,30.0
2003,41,Werd,0,base rate,13.0,0.0,74.0
2003,41,Werd,1,couple rate,21.5,0.0,159.0
2003,41,Werd,2,single parent family rate,0.0,0.0,72.0
2003,42,Langstrasse,0,base rate,5.0,0.0,46.0
2003,42,Langstrasse,1,couple rate,4.0,0.0,90.5
2003,42,Langstrasse,2,single parent family rate,0.0,0.0,19.5
2003,44,Hard,0,base rate,6.0,0.0,53.0
2003,44,Hard,1,couple rate,5.0,0.0,80.0
2003,44,Hard,2,single parent family rate,0.0,0.0,9.0
2003,51,Gewerbeschule,0,base rate,10.0,0.0,62.0
2003,51,Gewerbeschule,1,couple rate,14.0,0.0,111.0
2003,51,Gewerbeschule,2,single parent family rate,0.5,0.0,37.5
2003,52,Escher Wyss,0,base rate,15.0,0.0,86.0
2003,52,Escher Wyss,1,couple rate,82.5,0.5,289.0
2003,52,Escher Wyss,2,single parent family rate,5.0,0.0,73.0
2003,61,Unterstrass,0,base rate,35.0,3.0,149.0
2003,61,Unterstrass,1,couple rate,114.0,17.0,350.0
2003,61,Unterstrass,2,single parent family rate,16.5,0.0,103.0
2003,63,Oberstrass,0,base rate,51.0,5.0,234.0
2003,63,Oberstrass,1,couple rate,287.0,70.0,953.0
2003,63,Oberstrass,2,single parent family rate,51.0,6.0,229.0
2003,71,Fluntern,0,base rate,73.0,7.0,439.0
2003,71,Fluntern,1,couple rate,533.5,122.5,2021.0
2003,71,Fluntern,2,single parent family rate,71.0,3.0,334.0
2003,72,Hottingen,0,base rate,52.0,5.0,273.0
2003,72,Hottingen,1,couple rate,321.5,73.0,1169.0
2003,72,Hottingen,2,single parent family rate,41.0,0.0,207.0
2003,73,Hirslanden,0,base rate,44.0,6.0,211.0
2003,73,Hirslanden,1,couple rate,218.0,51.0,751.0
2003,73,Hirslanden,2,single parent family rate,32.0,0.0,142.0
2003,74,Witikon,0,base rate,77.0,9.0,361.0
2003,74,Witikon,1,couple rate,303.0,74.0,913.0
2003,74,Witikon,2,single parent family rate,38.0,0.0,248.0
2003,81,Seefeld,0,base rate,39.0,1.0,188.0
2003,81,Seefeld,1,couple rate,203.5,29.5,680.5
2003,81,Seefeld,2,single parent family rate,28.0,0.0,103.0
2003,82,Mühlebach,0,base rate,40.0,2.0,178.0
2003,82,Mühlebach,1,couple rate,198.0,42.0,640.0
2003,82,Mühlebach,2,single parent family rate,35.5,4.5,141.5
2003,83,Weinegg,0,base rate,43.0,3.0,223.0
2003,83,Weinegg,1,couple rate,182.0,27.0,784.0
2003,83,Weinegg,2,single parent family rate,24.0,4.0,132.0
2003,91,Albisrieden,0,base rate,32.0,1.0,146.0
2003,91,Albisrieden,1,couple rate,116.0,16.0,352.0
2003,91,Albisrieden,2,single parent family rate,7.0,0.0,45.0
2003,92,Altstetten,0,base rate,15.0,0.0,94.0
2003,92,Altstetten,1,couple rate,47.0,0.0,208.0
2003,92,Altstetten,2,single parent family rate,0.0,0.0,24.0
2003,101,Höngg,0,base rate,43.0,4.0,217.0
2003,101,Höngg,1,couple rate,185.0,42.0,530.0
2003,101,Höngg,2,single parent family rate,17.0,0.0,88.0
2003,102,Wipkingen,0,base rate,23.0,0.0,110.0
2003,102,Wipkingen,1,couple rate,72.0,0.0,288.0
2003,102,Wipkingen,2,single parent family rate,10.0,0.0,57.0
2003,111,Affoltern,0,base rate,17.0,0.0,86.0
2003,111,Affoltern,1,couple rate,75.0,2.0,238.0
2003,111,Affoltern,2,single parent family rate,3.0,0.0,38.0
2003,115,Oerlikon,0,base rate,22.0,0.0,115.0
2003,115,Oerlikon,1,couple rate,82.0,2.0,314.0
2003,115,Oerlikon,2,single parent family rate,5.0,0.0,43.5
2003,119,Seebach,0,base rate,13.0,0.0,81.0
2003,119,Seebach,1,couple rate,48.0,0.0,222.0
2003,119,Seebach,2,single parent family rate,1.0,0.0,19.0
2003,121,Saatlen,0,base rate,13.0,0.0,71.0
2003,121,Saatlen,1,couple rate,41.0,0.0,155.0
2003,121,Saatlen,2,single parent family rate,0.0,0.0,21.0
2003,122,Schwamendingen-Mitte,0,base rate,15.0,0.0,90.0
2003,122,Schwamendingen-Mitte,1,couple rate,42.0,0.0,209.0
2003,122,Schwamendingen-Mitte,2,single parent family rate,0.0,0.0,13.0
2003,123,Hirzenbach,0,base rate,13.0,0.0,72.0
2003,123,Hirzenbach,1,couple rate,41.5,0.0,167.0
2003,123,Hirzenbach,2,single parent family rate,1.0,0.0,23.0
2004,11,Rathaus,0,base rate,23.0,0.0,156.0
2004,11,Rathaus,1,couple rate,249.5,42.0,828.5
2004,11,Rathaus,2,single parent family rate,66.0,0.0,221.0
2004,12,Hochschulen,0,base rate,31.0,0.0,252.0
2004,12,Hochschulen,1,couple rate,290.5,44.5,1050.0
2004,12,Hochschulen,2,single parent family rate,279.0,17.0,562.0
2004,13,Lindenhof,0,base rate,56.0,3.0,286.0
2004,13,Lindenhof,1,couple rate,283.0,49.0,1135.0
2004,13,Lindenhof,2,single parent family rate,78.0,7.0,321.0
2004,14,City,0,base rate,17.0,0.0,103.0
2004,14,City,1,couple rate,79.0,6.0,345.0
2004,14,City,2,single parent family rate,23.5,0.0,83.0
2004,21,Wollishofen,0,base rate,34.0,3.0,176.0
2004,21,Wollishofen,1,couple rate,149.0,27.0,454.5
2004,21,Wollishofen,2,single parent family rate,13.0,0.0,72.5
2004,23,Leimbach,0,base rate,31.0,2.0,160.0
2004,23,Leimbach,1,couple rate,114.0,15.0,371.0
2004,23,Leimbach,2,single parent family rate,6.0,0.0,51.0
2004,24,Enge,0,base rate,38.0,2.0,205.0
2004,24,Enge,1,couple rate,213.0,28.0,784.0
2004,24,Enge,2,single parent family rate,20.0,0.0,141.0
2004,31,Alt-Wiedikon,0,base rate,24.0,0.0,111.0
2004,31,Alt-Wiedikon,1,couple rate,62.0,0.0,274.0
2004,31,Alt-Wiedikon,2,single parent family rate,3.0,0.0,53.0
2004,33,Friesenberg,0,base rate,19.0,0.0,96.0
2004,33,Friesenberg,1,couple rate,75.0,8.0,218.0
2004,33,Friesenberg,2,single parent family rate,3.0,0.0,40.0
2004,34,Sihlfeld,0,base rate,17.0,0.0,89.0
2004,34,Sihlfeld,1,couple rate,27.0,0.0,177.0
2004,34,Sihlfeld,2,single parent family rate,2.0,0.0,30.5
2004,41,Werd,0,base rate,16.0,0.0,82.0
2004,41,Werd,1,couple rate,24.0,0.0,132.0
2004,41,Werd,2,single parent family rate,0.0,0.0,123.0
2004,42,Langstrasse,0,base rate,4.0,0.0,46.0
2004,42,Langstrasse,1,couple rate,3.0,0.0,93.0
2004,42,Langstrasse,2,single parent family rate,0.0,0.0,17.5
2004,44,Hard,0,base rate,5.0,0.0,53.0
2004,44,Hard,1,couple rate,3.0,0.0,73.0
2004,44,Hard,2,single parent family rate,0.0,0.0,13.0
2004,51,Gewerbeschule,0,base rate,11.0,0.0,66.0
2004,51,Gewerbeschule,1,couple rate,11.5,0.0,109.0
2004,51,Gewerbeschule,2,single parent family rate,3.0,0.0,46.0
2004,52,Escher Wyss,0,base rate,17.0,0.0,100.5
2004,52,Escher Wyss,1,couple rate,88.0,0.0,332.0
2004,52,Escher Wyss,2,single parent family rate,1.0,0.0,50.0
2004,61,Unterstrass,0,base rate,36.0,2.0,151.0
2004,61,Unterstrass,1,couple rate,116.0,16.0,356.5
2004,61,Unterstrass,2,single parent family rate,18.0,0.0,89.0
2004,63,Oberstrass,0,base rate,53.0,6.0,255.0
2004,63,Oberstrass,1,couple rate,285.0,72.0,966.0
2004,63,Oberstrass,2,single parent family rate,50.0,7.0,290.5
2004,71,Fluntern,0,base rate,77.0,6.0,441.0
2004,71,Fluntern,1,couple rate,562.0,132.0,2132.0
2004,71,Fluntern,2,single parent family rate,77.0,7.0,318.0
2004,72,Hottingen,0,base rate,53.0,5.0,284.0
2004,72,Hottingen,1,couple rate,329.5,81.0,1173.0
2004,72,Hottingen,2,single parent family rate,41.0,0.0,250.0
2004,73,Hirslanden,0,base rate,46.0,6.0,222.5
2004,73,Hirslanden,1,couple rate,223.5,43.0,760.5
2004,73,Hirslanden,2,single parent family rate,32.0,0.0,141.0
2004,74,Witikon,0,base rate,74.0,9.0,352.0
2004,74,Witikon,1,couple rate,307.0,74.0,938.0
2004,74,Witikon,2,single parent family rate,39.0,0.0,207.0
2004,81,Seefeld,0,base rate,37.0,1.0,197.0
2004,81,Seefeld,1,couple rate,213.0,30.0,679.0
2004,81,Seefeld,2,single parent family rate,37.0,0.0,147.0
2004,82,Mühlebach,0,base rate,40.0,3.0,183.0
2004,82,Mühlebach,1,couple rate,197.0,44.0,619.0
2004,82,Mühlebach,2,single parent family rate,36.5,1.0,180.0
2004,83,Weinegg,0,base rate,42.0,3.0,233.0
2004,83,Weinegg,1,couple rate,197.0,29.0,754.0
2004,83,Weinegg,2,single parent family rate,29.0,0.0,191.0
2004,91,Albisrieden,0,base rate,30.0,1.0,147.0
2004,91,Albisrieden,1,couple rate,114.5,15.0,352.0
2004,91,Albisrieden,2,single parent family rate,5.0,0.0,45.0
2004,92,Altstetten,0,base rate,14.0,0.0,94.0
2004,92,Altstetten,1,couple rate,44.0,0.0,207.0
2004,92,Altstetten,2,single parent family rate,0.0,0.0,22.0
2004,101,Höngg,0,base rate,45.0,4.0,215.0
2004,101,Höngg,1,couple rate,191.0,44.0,548.0
2004,101,Höngg,2,single parent family rate,17.0,0.0,96.0
2004,102,Wipkingen,0,base rate,23.0,0.0,113.0
2004,102,Wipkingen,1,couple rate,69.0,0.0,288.0
2004,102,Wipkingen,2,single parent family rate,11.0,0.0,62.0
2004,111,Affoltern,0,base rate,16.0,0.0,89.0
2004,111,Affoltern,1,couple rate,74.0,1.0,243.0
2004,111,Affoltern,2,single parent family rate,5.0,0.0,42.0
2004,115,Oerlikon,0,base rate,24.0,0.0,122.0
2004,115,Oerlikon,1,couple rate,83.0,2.0,334.0
2004,115,Oerlikon,2,single parent family rate,5.0,0.0,42.0
2004,119,Seebach,0,base rate,12.0,0.0,83.0
2004,119,Seebach,1,couple rate,44.0,0.0,216.0
2004,119,Seebach,2,single parent family rate,0.0,0.0,21.5
2004,121,Saatlen,0,base rate,12.0,0.0,72.0
2004,121,Saatlen,1,couple rate,37.0,0.0,155.0
2004,121,Saatlen,2,single parent family rate,0.0,0.0,12.0
2004,122,Schwamendingen-Mitte,0,base rate,14.0,0.0,88.0
2004,122,Schwamendingen-Mitte,1,couple rate,36.0,0.0,201.0
2004,122,Schwamendingen-Mitte,2,single parent family rate,0.0,0.0,14.0
2004,123,Hirzenbach,0,base rate,13.0,0.0,72.0
2004,123,Hirzenbach,1,couple rate,37.0,0.0,159.0
2004,123,Hirzenbach,2,single parent family rate,0.0,0.0,14.0
2005,11,Rathaus,0,base rate,26.0,0.0,176.0
2005,11,Rathaus,1,couple rate,246.0,44.0,884.0
2005,11,Rathaus,2,single parent family rate,19.0,0.0,178.0
2005,12,Hochschulen,0,base rate,50.0,1.0,279.0
2005,12,Hochschulen,1,couple rate,293.0,24.0,1138.0
2005,12,Hochschulen,2,single parent family rate,86.0,0.0,294.0
2005,13,Lindenhof,0,base rate,64.0,5.0,301.0
2005,13,Lindenhof,1,couple rate,366.0,73.0,1343.0
2005,13,Lindenhof,2,single parent family rate,56.0,0.0,494.0
2005,14,City,0,base rate,22.0,0.0,153.0
2005,14,City,1,couple rate,64.0,2.0,341.0
2005,14,City,2,single parent family rate,24.0,0.0,43.0
2005,21,Wollishofen,0,base rate,36.0,2.5,182.0
2005,21,Wollishofen,1,couple rate,153.0,25.0,482.0
2005,21,Wollishofen,2,single parent family rate,12.0,0.0,72.0
2005,23,Leimbach,0,base rate,30.5,2.0,153.0
2005,23,Leimbach,1,couple rate,118.0,14.0,350.0
2005,23,Leimbach,2,single parent family rate,8.0,0.0,52.0
2005,24,Enge,0,base rate,43.0,3.0,232.0
2005,24,Enge,1,couple rate,246.5,33.0,854.5
2005,24,Enge,2,single parent family rate,26.0,0.0,150.0
2005,31,Alt-Wiedikon,0,base rate,26.0,0.0,116.0
2005,31,Alt-Wiedikon,1,couple rate,65.0,0.0,298.0
2005,31,Alt-Wiedikon,2,single parent family rate,3.0,0.0,74.0
2005,33,Friesenberg,0,base rate,17.0,0.0,91.0
2005,33,Friesenberg,1,couple rate,72.0,7.0,218.0
2005,33,Friesenberg,2,single parent family rate,5.0,0.0,41.0
2005,34,Sihlfeld,0,base rate,16.0,0.0,94.0
2005,34,Sihlfeld,1,couple rate,28.0,0.0,186.0
2005,34,Sihlfeld,2,single parent family rate,2.0,0.0,33.0
2005,41,Werd,0,base rate,16.0,0.0,90.0
2005,41,Werd,1,couple rate,23.0,0.0,172.0
2005,41,Werd,2,single parent family rate,24.0,0.0,180.0
2005,42,Langstrasse,0,base rate,6.0,0.0,52.0
2005,42,Langstrasse,1,couple rate,3.0,0.0,97.0
2005,42,Langstrasse,2,single parent family rate,0.0,0.0,27.0
2005,44,Hard,0,base rate,5.0,0.0,53.0
2005,44,Hard,1,couple rate,1.0,0.0,72.0
2005,44,Hard,2,single parent family rate,0.0,0.0,12.0
2005,51,Gewerbeschule,0,base rate,13.0,0.0,72.0
2005,51,Gewerbeschule,1,couple rate,10.0,0.0,112.0
2005,51,Gewerbeschule,2,single parent family rate,4.0,0.0,59.0
2005,52,Escher Wyss,0,base rate,19.0,0.0,106.0
2005,52,Escher Wyss,1,couple rate,101.5,0.0,369.0
2005,52,Escher Wyss,2,single parent family rate,3.5,0.0,70.5
2005,61,Unterstrass,0,base rate,36.0,2.0,162.0
2005,61,Unterstrass,1,couple rate,119.0,17.0,378.0
2005,61,Unterstrass,2,single parent family rate,16.5,0.0,96.5
2005,63,Oberstrass,0,base rate,56.5,6.0,267.0
2005,63,Oberstrass,1,couple rate,338.5,81.0,1062.0
2005,63,Oberstrass,2,single parent family rate,61.0,10.0,243.0
2005,71,Fluntern,0,base rate,80.0,6.0,462.0
2005,71,Fluntern,1,couple rate,582.5,130.5,2244.0
2005,71,Fluntern,2,single parent family rate,82.5,6.0,360.0
2005,72,Hottingen,0,base rate,58.0,5.0,320.0
2005,72,Hottingen,1,couple rate,357.5,86.0,1237.0
2005,72,Hottingen,2,single parent family rate,45.0,3.0,230.5
2005,73,Hirslanden,0,base rate,46.0,6.0,228.0
2005,73,Hirslanden,1,couple rate,231.0,51.0,859.0
2005,73,Hirslanden,2,single parent family rate,38.0,0.0,158.0
2005,74,Witikon,0,base rate,73.0,8.0,365.5
2005,74,Witikon,1,couple rate,313.0,76.5,999.5
2005,74,Witikon,2,single parent family rate,35.0,0.0,221.0
2005,81,Seefeld,0,base rate,42.0,2.0,206.0
2005,81,Seefeld,1,couple rate,220.0,27.0,733.0
2005,81,Seefeld,2,single parent family rate,29.0,0.0,106.0
2005,82,Mühlebach,0,base rate,40.0,2.0,196.0
2005,82,Mühlebach,1,couple rate,214.0,41.0,636.0
2005,82,Mühlebach,2,single parent family rate,24.5,0.0,163.0
2005,83,Weinegg,0,base rate,47.0,3.0,250.5
2005,83,Weinegg,1,couple rate,216.0,31.0,777.0
2005,83,Weinegg,2,single parent family rate,25.0,2.0,155.0
2005,91,Albisrieden,0,base rate,29.0,0.0,144.0
2005,91,Albisrieden,1,couple rate,114.0,11.0,361.0
2005,91,Albisrieden,2,single parent family rate,5.0,0.0,50.0
2005,92,Altstetten,0,base rate,14.0,0.0,93.0
2005,92,Altstetten,1,couple rate,41.0,0.0,213.0
2005,92,Altstetten,2,single parent family rate,0.0,0.0,26.0
2005,101,Höngg,0,base rate,46.0,5.0,230.54
2005,101,Höngg,1,couple rate,195.0,39.0,572.5
2005,101,Höngg,2,single parent family rate,20.0,0.0,108.5
2005,102,Wipkingen,0,base rate,24.0,0.0,114.0
2005,102,Wipkingen,1,couple rate,75.0,0.0,307.0
2005,102,Wipkingen,2,single parent family rate,9.0,0.0,70.0
2005,111,Affoltern,0,base rate,17.0,0.0,95.0
2005,111,Affoltern,1,couple rate,72.0,1.0,248.5
2005,111,Affoltern,2,single parent family rate,5.0,0.0,41.0
2005,115,Oerlikon,0,base rate,23.0,0.0,122.0
2005,115,Oerlikon,1,couple rate,91.0,2.0,354.0
2005,115,Oerlikon,2,single parent family rate,3.0,0.0,49.0
2005,119,Seebach,0,base rate,11.0,0.0,84.0
2005,119,Seebach,1,couple rate,40.0,0.0,222.5
2005,119,Seebach,2,single parent family rate,0.0,0.0,19.0
2005,121,Saatlen,0,base rate,10.0,0.0,71.0
2005,121,Saatlen,1,couple rate,32.0,0.0,151.0
2005,121,Saatlen,2,single parent family rate,0.0,0.0,14.0
2005,122,Schwamendingen-Mitte,0,base rate,11.0,0.0,85.0
2005,122,Schwamendingen-Mitte,1,couple rate,30.0,0.0,195.0
2005,122,Schwamendingen-Mitte,2,single parent family rate,0.0,0.0,11.0
2005,123,Hirzenbach,0,base rate,10.0,0.0,69.0
2005,123,Hirzenbach,1,couple rate,33.0,0.0,158.0
2005,123,Hirzenbach,2,single parent family rate,1.0,0.0,14.0
2006,11,Rathaus,0,base rate,25.0,0.0,184.0
2006,11,Rathaus,1,couple rate,294.0,49.5,983.5
2006,11,Rathaus,2,single parent family rate,50.0,0.0,282.0
2006,12,Hochschulen,0,base rate,52.5,4.0,297.0
2006,12,Hochschulen,1,couple rate,327.0,60.0,1174.0
2006,12,Hochschulen,2,single parent family rate,10.0,0.0,746.0
2006,13,Lindenhof,0,base rate,54.5,2.0,307.0
2006,13,Lindenhof,1,couple rate,415.5,78.0,1436.0
2006,13,Lindenhof,2,single parent family rate,70.0,2.0,1027.0
2006,14,City,0,base rate,20.0,0.0,126.5
2006,14,City,1,couple rate,86.0,14.0,379.0
2006,14,City,2,single parent family rate,22.0,7.0,54.0
2006,21,Wollishofen,0,base rate,36.0,3.0,185.5
2006,21,Wollishofen,1,couple rate,159.0,25.0,498.0
2006,21,Wollishofen,2,single parent family rate,10.0,0.0,70.5
2006,23,Leimbach,0,base rate,30.0,1.0,164.0
2006,23,Leimbach,1,couple rate,120.0,15.0,359.0
2006,23,Leimbach,2,single parent family rate,10.0,0.0,57.0
2006,24,Enge,0,base rate,44.0,3.0,255.0
2006,24,Enge,1,couple rate,269.0,31.0,947.0
2006,24,Enge,2,single parent family rate,26.0,0.0,200.0
2006,31,Alt-Wiedikon,0,base rate,26.0,0.0,119.0
2006,31,Alt-Wiedikon,1,couple rate,66.5,0.0,306.0
2006,31,Alt-Wiedikon,2,single parent family rate,6.0,0.0,56.0
2006,33,Friesenberg,0,base rate,17.0,0.0,92.0
2006,33,Friesenberg,1,couple rate,70.0,4.0,217.0
2006,33,Friesenberg,2,single parent family rate,6.0,0.0,40.0
2006,34,Sihlfeld,0,base rate,17.0,0.0,99.0
2006,34,Sihlfeld,1,couple rate,30.0,0.0,185.0
2006,34,Sihlfeld,2,single parent family rate,1.0,0.0,33.0
2006,41,Werd,0,base rate,19.0,0.0,90.0
2006,41,Werd,1,couple rate,20.0,0.0,220.0
2006,41,Werd,2,single parent family rate,23.0,0.0,130.0
2006,42,Langstrasse,0,base rate,6.0,0.0,56.0
2006,42,Langstrasse,1,couple rate,2.0,0.0,97.0
2006,42,Langstrasse,2,single parent family rate,0.5,0.0,58.0
2006,44,Hard,0,base rate,5.0,0.0,52.0
2006,44,Hard,1,couple rate,1.0,0.0,78.0
2006,44,Hard,2,single parent family rate,0.0,0.0,9.0
2006,51,Gewerbeschule,0,base rate,14.0,0.0,75.0
2006,51,Gewerbeschule,1,couple rate,12.0,0.0,134.0
2006,51,Gewerbeschule,2,single parent family rate,9.0,0.0,80.0
2006,52,Escher Wyss,0,base rate,23.0,0.0,113.0
2006,52,Escher Wyss,1,couple rate,106.0,8.0,430.0
2006,52,Escher Wyss,2,single parent family rate,6.0,0.0,71.0
2006,61,Unterstrass,0,base rate,36.0,2.0,164.0
2006,61,Unterstrass,1,couple rate,122.0,19.0,395.0
2006,61,Unterstrass,2,single parent family rate,17.0,0.0,100.0
2006,63,Oberstrass,0,base rate,58.0,7.0,274.0
2006,63,Oberstrass,1,couple rate,356.0,83.0,1114.5
2006,63,Oberstrass,2,single parent family rate,56.0,6.0,229.0
2006,71,Fluntern,0,base rate,90.5,9.0,491.0
